Header,Cluster,Confidence,Source
"MG200527.1 Nesticella huomachongensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF197369.1 Neoparamoeba longipodia DIVA3 574/3 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF683608.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8685978572516885,Eukaryote
"MF683607.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9186562604814691,Eukaryote
"MF683606.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8815601940518409,Eukaryote
"MF683605.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683604.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8354321891782798,Eukaryote
"MF683603.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9115618361779435,Eukaryote
"MF683602.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683601.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8939226938981761,Eukaryote
"MF683600.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9104720953072617,Eukaryote
"MF683599.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683598.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683597.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683596.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683595.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.813961126423706,Eukaryote
"MF683593.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8575265941161682,Eukaryote
"MF683592.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683591.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683590.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683589.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8627782956524319,Eukaryote
"MF683587.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8606380682290268,Eukaryote
"MF683585.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683584.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683583.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.813961126423706,Eukaryote
"MF683581.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8116880928794551,Eukaryote
"MF683577.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9075828977531392,Eukaryote
"MF683573.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9028379856762283,Eukaryote
"MF683571.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683570.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8797348880440036,Eukaryote
"MF683568.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.8583151742841256,Eukaryote
"MF683567.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0,0.9521436573374642,Eukaryote
"MF683566.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683565.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683564.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.9322624503159183,Eukaryote
"MF683563.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683562.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683561.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.9151691660886794,Eukaryote
"MF683560.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683559.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683558.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683557.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.867070854775166,Eukaryote
"MF683556.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.9737341242675138,Eukaryote
"MF683555.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683554.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683553.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683552.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683551.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683549.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683548.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.812484331576964,Eukaryote
"MF683547.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683546.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683538.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683536.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683532.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683529.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683520.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.9733542485587571,Eukaryote
"MF683518.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0,0.8582328184760435,Eukaryote
"MF683514.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683513.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683512.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683507.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.8273076863793626,Eukaryote
"MF683505.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.9819931277697429,Eukaryote
"MF683504.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683502.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683501.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.829464714302891,Eukaryote
"MF683500.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683499.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683496.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.8438022912267804,Eukaryote
"MF683495.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683493.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683491.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.9512964912444977,Eukaryote
"MF683490.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683489.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683488.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.9513859157331319,Eukaryote
"MF683487.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.9469083837339353,Eukaryote
"MF683486.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683484.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683480.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.9797750649545413,Eukaryote
"MF683478.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683475.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"MF683473.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,0.909079506713216,Eukaryote
"MF683472.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0,1.0,Eukaryote
"EU718701.2 Ptilota hannafordii GWS168 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU718710.2 Wrangelia plumosa GWS197 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX792145.1 Leptomyxa valladaresi LLT small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU718694.1 Monosporus pedicellatus CH014 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU718690.1 Griffithsia corallina CH012 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU718678.1 Aglaothamnion feldmanniae CH016 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY652215.1 Macrostomum dongyuanensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF443164.1 Prognathorhynchus sinensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF443159.1 Itaipusa sinensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX347526.1 Pilatobius recamieri small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LC191232.1 Amphidiniopsis rotundata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LC191227.1 Amphidiniopsis korewalensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LC191224.1 Amphidiniopsis hexagona small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LC191223.1 Amphidiniopsis hexagona small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF139733.1 Trophurus wuhuensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MG101838.1 Saccharomyces cerevisiae KCCM200284 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MG100879.1 Leguminivora glycinivorella small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631275.1 Mycetophyllia daniana small subunit ribosomal RNA gene, partial sequence",1,0.7903232160367036,Eukaryote
"LT631266.1 Pseudodiploria strigosa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631261.1 Colpophyllia natans small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631260.1 Colpophyllia natans small subunit ribosomal RNA gene, partial sequence",1,0.8898620777640879,Eukaryote
"LT631253.1 Sclerophyllia maxima small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631185.1 Blastomussa omanensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631085.1 Montipora circumvallata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631082.1 Isopora cuneata small subunit ribosomal RNA gene, partial sequence",1,0.9300793113352795,Eukaryote
"LT631080.1 Alveopora spongiosa small subunit ribosomal RNA gene, partial sequence",1,0.876663711134874,Eukaryote
"LT631064.1 Acropora horrida small subunit ribosomal RNA gene, partial sequence",1,0.9348566554034193,Eukaryote
"LT631046.1 Acropora valida small subunit ribosomal RNA gene, partial sequence",1,0.8905356291192147,Eukaryote
"LT631030.1 Acropora aspera small subunit ribosomal RNA gene, partial sequence",1,0.711612553640646,Eukaryote
"LT631027.1 Gyrosmilia interrupta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631026.1 Galaxea astreata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631024.1 Euphyllia glabrescens small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT631023.1 Coeloseris mayeri small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX901417.1 Paraonis fulgens small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX901412.1 Paradoneis armata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX901407.1 Cirrophorus nikebianchii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX901406.1 Cirrophorus branchiatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX901405.1 Aricidea fragilis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF503483.1 Eimeria gruis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY421105.1 Myxobolus physophilus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF599307.1 Euplokamis dunlapae small subunit ribosomal RNA gene, partial sequence",1,0.8000521292778421,Eukaryote
"AY293162.1 Xenasma rimicola FP-133272-sp small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293157.1 Sarcodon imbricatus REG Sim1 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293156.1 Russula exalbicans REG MB 95-111 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293155.1 Repetobasidium mirificum FP-133558-sp small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293148.1 Plicaturopsis crispa FP-101310-SP small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293144.1 Phlebia albomellea CBS 275.92 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293138.1 Kavinia himantia FP-101479 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293127.1 Dacryobolus sudans FP-150381 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY293126.1 Crepidotus variabilis REG JE 5.3 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF026614.1 Phellinus igniarius FPL 5599 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF026584.1 Inonotus hispidus FPL 3597 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY498822.1 Dugesia aethiopica small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY953226.1 Theileria ornithorhynchi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF437020.1 Blepharisma halophilum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM536167.1 Metabolomonas insania HFCC 922 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM536165.1 Nucleocercomonas praelonga HFCC 920 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM536163.1 Paracercomonas bassi HFCC 918 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM536158.1 Paracercomonas proboscata HFCC 913 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM536154.1 Eocercomonas exploratorii HFCC 909 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX911870.1 Sulfonecta uniserialis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB045706.1 Gjaerumia penniseti JCM 10216 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF795580.1 Tainokia logachevae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF288145.1 Rurikoplites armatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461314.1 Enicocephalus cubanus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461313.1 Nerthra indica small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461310.1 Valleriola buenoi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461298.1 Cimex lectularius small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461283.1 Hebrus nipponicus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461281.1 Microvelia douglasi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461279.1 Cryptostemma wygodzinskyi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461271.1 Thaumastocoris safordi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461266.1 Kokeshia xiei small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461260.1 Salda littoralis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461252.1 Paraplea frontalis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461251.1 Ochterus marginatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461250.1 Hydrometra greeni small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461242.1 Cnizocoris sinensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461238.1 Xenophyes cascus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461233.1 Ptilomera tigrina small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461227.1 Diplonychus rusticus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461226.1 Anthocoris pilosus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461222.1 Tenagobia incerta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461201.1 Corythucha ciliata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461199.1 Macroceroea grandis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461195.1 Helotrephes semiglobosus semiglobosus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461184.1 Aphelocheirus ellipsoideus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KJ461167.1 Appasus japonicus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF926593.1 Frontonia terricola small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF926592.1 Disematostoma minor small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF882906.1 Selenidium sabellae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077767.1 Cerviniopsis longicaudata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077760.1 Pseudotachidius bipartitus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077759.1 Parabradya dilatata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077748.1 Xylora bathyalis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077739.1 Neomormonilla minor small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077732.1 Chondracanthus merluccii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077730.1 Ditrichocorycaeus anglicus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077729.1 Cyclopicina longifurcata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077725.1 Canuella perplexa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077714.1 Pseudonychocamptus spinifer small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077711.1 Canthocamptus staphylinus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077710.1 Archimisophria discoveryi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077709.1 Benthomisophria cornuta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF077703.1 Speleophria bivexilla small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF773739.1 Tritegeus bisulcatus small subunit ribosomal RNA gene, partial sequence",1,0.8936408312924689,Eukaryote
"KX911869.1 Caenomorpha medusula small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF100855.1 Henneguya gilbert small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY823446.1 Laetmonice hystrix small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KF607085.1 Urostomides striatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LC316613.1 Oxyspirura petrowi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY596045.1 Urceolaria korschelti small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF621034.1 Pearsonema plica small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX896484.1 Mesochaetopterus sagittarius small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX896466.1 Chaetopterus cautus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX896449.1 Chaetopterus antarcticus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY025570.1 Urostomides darwini small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY025568.1 Urostomides caducus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY025567.1 Urostomides campanula small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF599385.1 Eucoleus aerophilus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650176.1 Neoitamus cyanurus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650173.1 Willistonina bilineata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650165.1 Ceraturgus fasciatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650158.1 Nicocles politus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650156.1 Dysmachus trigonus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650149.1 Damalis monochaetes small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650147.1 Ommatius tibialis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650146.1 Cyrtopogon rattus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650139.1 Emphysomera pallidapex small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650138.1 Asilus sericeus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650136.1 Molobratia teutonus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650134.1 Eudioctria albius small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650125.1 Dioctria rufipes small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650120.1 Afroestricus chiastoneurus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650117.1 Hoplistomerus nobilis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650111.1 Pegesimallus laticornis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650110.1 Choerades bella small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650104.1 Leptarthrus brevirostris small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650092.1 Apsilocephala longistyla small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF650090.1 Bombylius major small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KR140014.1 Kudoa rayformis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KT461933.1 Atopochilodon distichum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY435899.1 Vorticella convallaria small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX444572.1 Gramastacus lacus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX444571.1 Geocharax gracilis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LT854924.1 Ambrosiozyma maleeae CBS 11900 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KU900290.1 Nephridiophaga maderae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX904933.1 Trichodina hyperparasitis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KX904932.1 Trichodina acuta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY750746.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY750745.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY750744.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY750743.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY984422.1 Helminthosporium genistae L128 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB195668.1 Galeidinium rugatum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF190553.1 Pigoraptor chileana Opistho-2 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF190552.1 Pigoraptor vietnamica Opistho-1 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF190551.1 Syssomonas multiformis Colp-12 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY652917.1 Arcanisutura chongmingensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"LC034294.1 Trichosporon heliocopridis DD1-1 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"MF373812.1 Pseudotrichonympha lifesoni small subunit ribosomal RNA gene, partial sequence",-1,0.0,Eukaryote
"MF373811.1 Pseudotrichonympha pearti small subunit ribosomal RNA gene, partial sequence",1,0.9892889252664308,Eukaryote
"KY320394.1 Nitzschia dissipata TA192 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY320386.1 Nitzschia sigmaformis TA311 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY320384.1 Nitzschia pusilla TA-45 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"KY320360.1 Navicula perminuta TA413 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
