Header,Source,Cluster,Confidence
"AY688707.1 Conocephalum conicum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012398.1 Phytelephas aequatorialis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012385.1 Bentinckia nicobarica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012384.1 Hydriastele pinangoides small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012358.1 Salacca zalacca small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012355.1 Borassus flabellifer small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012353.1 Sabal domingensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY012352.1 Corypha utan small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ862043.1 Melanconis stilbostoma small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646550.1 Rhodotarzetta rosea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646548.1 Psilopezia juruensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646543.1 Peziza gerardii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646542.1 Peziza badiofusca small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646540.1 Pachyella clypeata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646539.1 Octospora hygrohypnophila small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646537.1 Melastiza cornubiensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646535.1 Marcelleina tuberculispora small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646534.1 Marcelleina persoonii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ646531.1 Lamprospora ascoboloides small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF518581.1 Jaapia argillacea REG 425 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF518573.1 Candelabrochaete africana FP-102987-sp. small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF518571.1 Asterostroma andinum HHB-8546-sp. small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF518569.1 Albatrellus flettii BG Thesis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ176819.1 Lipomyces oligophaga small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ176814.1 Saccobolus dilutellus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ176799.1 Pachyella babingtonii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU016076.1 Henneguya akule small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.6219761712013382
"EF584581.1 Osyridicarpos schimperianus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF584576.1 Thesium subsucculentum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ842379.1 Prorocentrum consutum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF014367.1 Entophlyctis confervae-glomeratae UWCC L336 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ831029.2 Puccinia poarum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ981823.1 Tetracapsuloides bryosalmonae small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"EU107262.1 Cordierites guianensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU107200.1 Cyttaria nigra small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU107186.1 Cyttaria gunnii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU107182.1 Cyttaria espinosae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU272637.1 Tripedalia cystophora small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU272629.1 Polypodium hydriforme small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9314660546872944
"EU272628.1 Plumularia setacea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU272620.1 Halopteris minuta small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU272610.1 Clavactinia gallensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU272603.1 Anthohebella parasitica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU272601.1 Aglaophenia tubiformis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ457623.1 Inocybe mutata small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,0.8217392624282633
"HM194822.1 Phacellophora camtschatica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM194788.1 Atolla wyvillei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM194779.1 Catostylus mosaicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ231093.1 Pseudogymnoascus destructans small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU187661.1 Camarophyllopsis schulzeri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU187660.1 Pleurocybella porrigens small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU187652.1 Serpula incrassata DAOM 170590 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU187638.1 Leucogyrophana lichenicola DAOM 194172 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU187612.1 Amylocorticium cebennense small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ229038.1 Echinoderes lanceolatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF202165.2 Turbatrix aceti wild isolate french vinegar small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF202164.2 Subanguina radicicola wild isolate small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF202155.2 Tylocephalus auriculatus PDL0030 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ904646.1 Calyptospora funduli small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9641149821177807
"AF283311.1 Phacus acuminatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,2,0.6155630461634277
"FJ595495.2 Rhodospora sordida small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ595494.2 Neorhodella cyanea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ595492.2 Chroodactylon ornatum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ595490.2 Porphyridium sordidum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU797410.1 Peltodytes dispersus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU797404.1 Clambus seminulum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU694118.1 Flabelligera infundibularis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU346370.1 Myxobolus fryeri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8784962460664238
"EU334129.1 Phoronopsis californica D1737 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU334126.1 Phoronis ovalis D1409 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU334125.1 Phoronis muelleri D1599 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU334122.1 Phoronis australis D1270 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF492509.1 Peridinium sociale small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF492496.1 Symbiodinium microadriaticum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF492487.1 Coolia monotis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8568824368074305
"EF180079.1 Wellcomia siamensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180077.1 Tetrameres fissipina small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180076.1 Spirocamallanus istiblenni small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180075.1 Protozoophaga obesa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180068.1 Thelastoma krausi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180067.1 Rhigonema thysanophora small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180064.1 Echinuria borealis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180063.1 Truttaedacnitis truttae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180062.1 Oxyuris equi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF180058.1 Ascaridia galli small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF093787.1 Carabodes coriaceus small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"EF093784.1 Hypochthonius rufulus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF093783.1 Eupelops hirtus small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"EF093779.1 Tectocepheus velatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8953401783083385
"EF093778.1 Tectocepheus minor small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8012028813495011
"DQ915458.1 Marchandiomyces lignicola JL198-01; ATCC MYA 2347 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ900740.1 Nematobrachion flexipes small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ898717.1 Sistotrema oblongisporum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ868350.1 Zoothamnium niveum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ790094.1 Terebellides stroemii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9883470019331602
"DQ790078.1 Axiothella rubrocincta small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514878.1 Thalassiosira oceanica CCMP1001 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514870.1 Thalassiosira oestrupii var. venrickae CC03-15 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514869.1 Conticribra guillardii CC03-04 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514866.1 Thalassiosira nodulolineata BEN02-33 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514865.1 Thalassiosira anguste-lineata BEN02-30 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514859.1 Cyclotella distinguenda Tiplady small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514856.1 Cyclotella meneghiniana LS03-01 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514852.1 Cyclotella gamma cygamma small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514849.1 Lauderia annulata CS30 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ514846.1 Lithodesmium undulatum CCMP1806 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ414262.1 Branchellion parkeri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ329170.1 Comandra umbellata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.7197998792118714
"DQ079933.1 Onychognathia rhombocephala small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079931.1 Haplognathia simplex small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079936.1 Tenuignathia rikerae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079934.1 Problognathia minima small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079932.1 Mesognatharia remanei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079929.1 Haplognathia rosea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079927.1 Haplognathia gubbarnorum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079926.1 Gnathostomula peregrina small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079925.1 Gnathostomula paradoxa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079921.1 Chirognathia dracula small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9448074545538134
"DQ079919.1 Austrognathia christianae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079916.1 Asplanchnopus dahlgreni small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ079914.1 Filinia longiseta small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ073784.1 Coelopleurus floridanus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ073777.1 Araeosoma fenestratum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ062999.1 Pseudombrophila theioleuca small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022780.1 Euptilota molle small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022778.1 Euptilota formosissima small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022775.1 Sciurothamnion stegengae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022774.1 Seirospora interrupta small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022770.1 Callithamnion pikeanum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022769.1 Callithamnion collabens small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022766.1 Diapse ptilota small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022763.1 Crouania elisiae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022762.1 Ptilocladia pulchra small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022760.1 Ceramium diaphanum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ022757.1 Neoptilota densa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ011161.1 Skeletonema menzellii CCMP787 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY900139.1 Pteroxanium insularum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY900125.1 Nesiotinus demersus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY789295.1 Heyderia abietis HMAS71954 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY602182.1 Caenorhabditis japonica SB339 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY602179.1 Prodontorhabditis wirthi DF5074 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9926043040638065
"AY602178.1 Caenorhabditis plicata SB355 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY542481.1 Kudoa thyrsites small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY505127.1 Ellipsomyxa gobii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY428817.1 Branchiostoma lanceolatum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY428814.1 Liriope tetraphylla small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY302724.2 Kudoa shiomitsui small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY336710.1 Enterobryus oxidi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY336709.1 Astreptonema gammari small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY336707.1 Taeniella carcini small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY336705.1 Enteropogon sexuale small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY336703.1 Alacrinella limnoriae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY228139.1 Paraturbanella dohrni small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY228137.1 Tetranchyroderma papii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY228128.1 Xenotrichula intermedia small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY425472.1 Mesobdella gemmata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY425470.1 Limnatis nilotica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY425461.1 Americobdella valdiviana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY302722.1 Kudoa hypoepicardialis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY295815.1 Parelaphostrongylus odocoilei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY295806.1 Didelphostrongylus hayesi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077778.1 Haematomyzus elephantis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077773.1 Hoplopleura pacifica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077769.1 Bovicola ovis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077768.1 Pectinopygus sulae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077766.1 Degeeriella fulva small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077763.1 Neophilopterus incompletus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY077759.1 Heterodoxus calabyi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9704744024858221
"AF279609.1 Jaera albifrons small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,0.9402193386456362
"AF279608.1 Joeropsis coralicola small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279606.1 Iathrippa trilobatus small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279604.1 Antarcturus spinacoronatus small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279603.1 Idotea baltica small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279602.1 Anoplocopea lusitanica small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279601.1 Campecopea hirsuta small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279600.1 Lekanesphaera hookeri small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279599.1 Limnoria quadripunctata small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF279598.1 Paranthura nigropunctata small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AF300287.1 Sorogena stoianovitchae ATCC 50031 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF168741.1 Escarpia spicata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF168738.1 Galathealinum brachiosum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY007454.1 Nyctotherus ovalis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF178683.1 Anopheles clowi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF121062.1 Anopheles punctulatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.967432872576967
"AF121060.1 Anopheles irenicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF121055.1 Anopheles hinesorum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ816018.1 Fonticula alba ATCC 38817 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8057685768931543
"GU067681.1 Pleomothra apletocheles small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.6643311462313845
"FJ628363.1 Hicanonectes teleskopos small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ975472.1 Polykrikos lebourae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ975471.1 Polykrikos lebourae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ822481.1 Polykrikos herdmaniae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF310903.1 Phagomyxa bellerocheae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF310900.1 Sorosphaerula veronicae small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY629259.1 Exumella mediterranea small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY629258.1 Pseudodiaptomus annandalei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627031.1 Pontoeciella abyssicola small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627030.1 Lernaeocera branchialis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627029.1 Nanaspis tonsa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627028.1 Clavella addunca small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"AY627027.1 Parabrachiella bispinosa small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY627026.1 Hatschekia pagrosomi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627024.1 Ecbathyrion prolixicauda small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY627020.1 Caligus elongatus small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY627010.1 Sabelliphilus elongatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627006.1 Trochicola entericus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY627005.1 Mytilicola intestinalis small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY627003.1 Lernentoma asellina small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,0.9926426589960878
"AY626999.1 Acanthocyclops viridis small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY626997.1 Apocyclops royi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY546683.1 Cladochytrium replicatum JEL180 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF464896.1 Neobodo designis DH small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF445459.1 Lepocinclis tripteris small subunit ribosomal RNA gene, complete sequence",Eukaryote,2,1.0
"AF371971.1 Paramoeba pemaquidensis ATCC 50172 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF352084.1 Panorbis viscosus A231-2B small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF352083.1 Panorbis viscosus JK 5433C small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF352077.1 Oceanitis cincinnatula A318-1C small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF352076.1 Magnisphaera spartinae A221-1A small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF245279.1 Theileria youngi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF152104.1 Lepocinclis acus small subunit ribosomal RNA gene, partial sequence",Eukaryote,2,1.0
"AF150935.1 Lepocinclis spirogyroides small subunit ribosomal RNA gene, partial sequence",Eukaryote,2,1.0
"U81588.1 Oscheius myriophilus DF5020 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"U81578.1 Meloidogyne incognita small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"U81577.1 Seleborca complexa WCUG2 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF021794.1 Meliola niessleana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF021793.1 Meliola juddiana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF069227.1 Phenakospermum guyannense small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"U94730.1 Acanthamoeba lenticulata 45; ATCC50703 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ897538.1 Craspedacusta sowerbii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.7791535178874706
"DQ536484.1 Pseudorhizidium endosporangiatum small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,0.7057057973745774
"DQ536478.1 Kappamyces laurelensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040500.1 Thalassoalaimus pirum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040495.1 Ironus longicaudatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040487.1 Dintheria tenuissima small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040485.1 Nanidorus nanus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040484.1 Paratrichodorus teres small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040483.1 Paratrichodorus pachydermus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040482.1 Trichodorus cylindricus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040467.1 Choanolaimus psammophilus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ040408.1 Aphelenchoides saprophilus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF125167.3 Picocystis salinarum SSFB small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU003189.1 Parasitorhabditis obtusa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ234563.1 Platygloea disciformis IFO 32431 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ846889.1 Ustanciosporium standleyanum JAG 73 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ832247.1 Tilletia goloskokovii LMC321 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ836000.1 Tremella aurantia small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ831033.1 Rhamphospora nymphaeae CBS 72.38 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ831026.1 Pseudohydnum gelatinosum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ789980.1 Melanotaenium endogenum CBS 481.91 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ645507.1 Cintractia limitata HAJB 10488; DNA375 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ631904.1 Pseudobensingtonia musae CBS 7965 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ457627.1 Lepiota cristata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ444862.1 Hodophilus hymenocephalus DJL98-081505 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ444860.1 Hygrophorus flavodiscus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ234543.1 Kondoa yuccicola CBS 7331 small subunit ribosomal RNA gene, complete sequence",Eukaryote,-1,0.0
"AY552524.1 Allomyces arbusculus Brazil 2 (UC Berkeley Microgarden) small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
